,NAME,COVER,STORYLINE
315,Jackpot,,索尼影业正在开发《蛛丝》、《Jackpot》与《守夜神》，并在积极寻找编剧。《Jackpot》将不会选用一位20多岁的年轻女性，可能会是一位40多岁的女性角色。
316,摄影机不要停！,,[摄影机不要停！]将被翻拍为美版！驻日美国制片人帕特里克·康宁翰([待绽蔷薇])已购得该片改编权。据悉，美版翻拍也将如原版一样为小成本影片。原版影片由上田慎一郎自编自导，滨津隆之、真鱼、主浜晴美等主演，故事讲述在郊外一座废弃的工厂内，一支摄制组正在拍摄一部粗糙简陋的僵尸片。
317,疯狂的麦克斯5：废土,,《疯狂的麦克斯4：狂暴之路》导演乔治·米勒今日在接受外媒采访时透露了续集的标题——《疯狂的麦克斯5：荒原(The Wasteland)》。米勒表示“续集《荒原》的剧本框架已经基本搭好，在制作《狂暴之路》时便已经有了整个想法，现在只需完善它。
318,导线以外,,安东尼·麦凯将主演并担任Netflix开发的动作科幻片[导线以外](Outside The Wire，暂译)的制作人，米凯尔·哈弗斯特罗姆([金蝉脱壳])担任导演。影片设定在未来世界，麦凯扮演的无人机飞行员进入了一个致命的军事化区域，在那里他发现自己正在为一名机器人官员工作，而他们的任务是在一个世界末日装置落入叛乱分子手中之前找到它。影片将于8月开机，其他角色正在试镜之中。
319,欢乐的精灵,,朱迪·丹奇、丹·史蒂文斯、艾拉·菲舍尔将出演喜剧片[欢乐的鬼魂](Blithe Spirit，暂译)。本片由爱德华·霍尔(《德雷尔一家》、《唐顿庄园》)执导，翻拍自英国著名剧作家诺埃尔·科沃德的同名经典戏剧。故事讲述一位深受写作障碍困扰的畅销犯罪小说家，邀请了一个古怪的神秘主义者到他家来表演降神以汲取灵感。但当他们无意中唤起了他第一任妻子的鬼魂时，他得到的比他想要的还要多。本片将于6月17日在伦敦及周边地区开拍。
320,A计划,,奥古斯特·迪赫将主演以色列兄弟导演Doron Paz、Yoav Paz([傀儡])执导的二战剧情片[A计划](Plan A，暂译)。影片基于一群犹太人大屠杀幸存者计划对纳粹实施最终报复行动的真实故事。本片将于今年晚些时候在德国开拍。
321,廉政风云·内幕,,英皇电影公布的新片《廉政风云·烟幕》由麦兆辉导演，庄文强、黄斌监制，刘青云、张家辉、林嘉欣、卫诗雅等主演。
322,拜拜笨蛋,,阿尔贝·杜邦泰尔执导，并与维尔日妮·埃菲拉主演喜剧新片[拜拜笨蛋](Adieu des Cons，暂译)。一个身患绝症的理发师(埃菲拉将饰)决定去寻找她少女时期怀孕后放弃养育的孩子。她与一个厌倦了自杀的官僚(杜邦泰尔饰演)相遇后，官僚与一个失明的档案管理员一起加入了她的探索。本片将于6月开机。
323,真人快打：毁灭,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2263282664.jpg,援引That Hashtag Show消息，乔尔·埃哲顿是新线游改电影[真人快打：毁灭]中Kano角色的首选。埃哲顿此番将使用他的澳洲本土口音。本片由温子仁担任制片人，西蒙·麦夸伊德执导，格雷格·罗素已完成了剧本。影片将围绕一个身心俱疲的拳击手科尔·特纳展开，他被招募来帮助保护地球和他的女儿。他必须加入一支战斗队伍，与来自另一个维度的杀手进行一场永恒的战斗。该片有望今夏在澳洲开机。
324,基德家的精妙富丽秀,,[泥土之界]导演迪·里斯将自编自导音乐奇幻影片[基德家的精妙富丽秀](The Kyd’s Exquisite Follies，暂译)。该片讲述一个年轻音乐家的一场眩晕、充满未来主义的跌宕起伏之旅。Santigold将为影片作曲。
325,10场相亲,,[致所有我曾爱过的男孩]制片人马特·卡普兰与其旗下公司Ace Entertainment，拿下了阿什利·艾尔斯顿所著的青少年小说《10场相亲》(10 Blind Dates，暂译)电影版权。影片讲述最近心碎的苏菲逃到了祖父母家，祖母计划为她组织10次不同家庭成员安排的相亲。而当她的前男友意外出现时，苏菲更加困惑，因为也许只是她开始对别人有感觉了。J·迈尔斯·古德洛([时光尽头的恋人])将执笔剧本。
326,西尔维娅,,劳米·拉佩斯([龙纹身的女孩])将主演维姬·朱森([贴身女保镖])执导的动作片[西尔维娅](Sylvia，暂译)，维姬与[贴身女保镖]编剧搭档鲁珀特·惠特科尔共同操刀剧本。拉佩斯将饰演南非出生的西尔维娅·拉斐尔，她以特工的身份在以色列情报及特别行动局中崭露头角。她曾参与利勒哈默尔暗杀事件，该次行动以失败收场，不但杀错人，还被挪威警方拘捕。
327,深红,,
328,电动状态,,两年后终于有了新消息！[复仇者联盟4：终局之战]的编剧克里斯托弗·马库斯、斯蒂芬·麦克菲利证实，根据大热画集改编的同名电影[电动状态]仍在开发中。AMC影院发布了一张原画，确认该片将是两位编剧的下一个项目。本片由安德斯·穆斯切蒂([小丑回魂])执导，故事发生在一个全新的1997年，在技术崩溃后，人类被孤立在各自的VR头盔里，与一种奇怪的巨型战斗无人机作战。这时一个离家出走的少女和她的机器人在美国西海岸旅行。
329,兰斯基,,哈威·凯特尔将主演聚焦臭名昭著的黑帮人物迈耶·兰斯基的未定名传记片。本片卡司还有萨姆·沃辛顿、艾莫里·科恩、奥斯汀·斯托维尔。亚历珊德拉·达达里奥正洽谈出演中。影片由埃坦·洛克威尔([幽闭空间])自编自导，部分取材于洛克威尔的父亲、历史学教授罗伯特·罗克韦对兰斯基的真实采访。本片讲述兰斯基在被FBI调查和追捕了几十年之后，默默无闻地生活在迈阿密海滩。兰斯基请来年轻记者大卫·斯通(沃辛顿饰)来讲述他的故事时，FBI却把他当作了一枚棋子以追查涉嫌藏匿数亿美元的案件。本片将于8月开机。
330,瓢虫和黑猫觉醒,,热门动画剧《瓢虫雷迪》(Miraculous-Tales of Ladybug & Cat Noir)将拍成动画音乐电影《瓢虫和黑猫觉醒》(Ladybug & Cat Noir Awakening)，影片已开始制作，正在#戛纳电影节#卖片。动画剧导演Jeremy Zag继续执导该片，六获格莱美奖的Harvey Mason Jr.(《追梦女孩》)打造片中音乐。
331,反贪风暴5,,电影《P风暴》日前在香港铜锣湾举行首映，一众演员包括古天乐、林家栋、林峯、郑嘉颖、周秀娜、谭耀文、廖启智等均有出席；而在首映礼上，老板兼监制的黄百鸣更当场宣布将会开拍第五集《G风暴》，灵魂人物古天乐当然继续做主角，并预计将在今年8月开工。
332,幸福生活,,伊万杰琳·莉莉、伊克·巴里霍尔兹([护航父母])将主演爱情喜剧[幸福生活](Happy Life，暂译)，大卫·斯塔森(《明迪烦事多》)自编自导，故事讲述新手妈妈(莉莉饰)怀疑自己的工作狂丈夫(巴里霍尔兹饰)与一名Instagram明星有染，当她挣扎于自己的人生决定，并渴望成为自己想成为的母亲时，接连的误会让她投入了一个年轻男人的怀抱。影片将于今年夏季开拍。
333,Only,,"After a comet releases a mysterious virus that begins to kill all of the women in the world, a young couple's relationship is severely tested. They hide out (from both the illness and the savages who hunt the remaining women) in their over-sterilized apartment. Ultimately the duo escapes their self-imposed quarantine to head to the wilderness for one final experience together."
334,枪口下的婚礼,,瑞恩·雷诺兹将主演并制片动作喜剧电影《Shotgun Wedding》！电影由杰森·摩尔（《完美音调》）执导，讲述了一对夫妻的婚礼出了意外，婚礼场地突然被全副武装的罪犯团伙劫持了，夫妻俩在想办法解救家人与宾客的同时，也消解了矛盾、重拾爱情。这是瑞恩·雷诺兹自《假结婚》之后第一次出演爱情喜剧片，他将与《王牌保镖》的团队一同制片，预计将于今年夏天开拍。
335,智取威虎山前传,,在去年北影节“跨界与融合—中国电影投融资高峰论坛”上，博纳副总裁丁一岚透露，徐克计划拍《智取威虎山》前传。丁一岚谈到“投资瞄准度”话题时表示博纳是一个“传统的电影公司”，“传统的电影公司会去养一个市场，不会一本万利，我们人人都期待有爆款，可爆款是建立在一将功成万骨枯的基础上，我也不指望所有的项目里面一定有爆款，所以只能按照基础的商业规则去运作每一个项目。接着我们可能启动《智取威虎山》前传，可能还是徐克来导，因为这是用一种新的方式，开发一些被大家忽略的地方。
336,养鬼吃人,https://img1.doubanio.com/view/subject/l/public/s6875508.jpg,经典恐怖片[养鬼吃人]将被重启。大卫·S·高耶([蝙蝠侠：黑暗骑士])将担任重启影片制片人与编剧。在这30年来，[养鬼吃人]这个IP已推出10部影片、漫画及周边商品，首部[养鬼吃人]于1987年上映，故事改编自克莱夫·巴克小说《受地狱羁绊之心》，讲述英国人弗兰克·科顿通过某种神秘的仪式打开了魔方和另一个世界的通道，魔鬼赛诺贝斯降临人间，弗兰克也为其所杀。在此之后，弗兰克的哥哥莱瑞和妻子朱莉搬到这座房子里。朱莉是莱瑞的新任妻子，她曾背着丈夫和弗兰克有染。莱瑞搬家具时不慎弄伤右手，血滴到阁楼地板上，偏巧使埋在下面的弗兰克得以复苏。为了使情人恢复本来面貌，朱莉开始想方设法为其奉上活人的血肉。
337,死射,,
338,尽数杀光,,"The story, first published in 2015, centers on a betrayed murderess seeking revenge who partners up with a hard drinking former cop wants his job back. They have to fight their way through 15 floors of criminals, assassins, drug lords, murderers, and accountants in a Miami high rise. Elizabeth Raposo and Jon Gonda will oversee the project for Paramount."
339,碟中谍7,,据外媒报道，克里斯托弗·麦奎里已经与派拉蒙影业签下合同，将执导两部《碟中谍》系列续集电影麦奎里与汤姆·克鲁斯在推特上确认合作，这两部续集将采用背靠背连续拍摄的方式，《碟中谍7》和《碟中谍8》选择在2021年、2022年暑期上映，为续集赢得了充分的制作时间。
340,流沙,,"A British couple, Dan and Sarah, living out their dream in paradisal Spain come to grief when their visiting son is accidentally killed. A stranger offers to avenge his death and a cycle of innocent murders unfolds."
341,银河,,
342,未定名超杀女独立电影,,Marv Studios确认会重启《海扁王》系列，同时也可能打造《超杀女》独立电影，聚焦年龄大一些的超杀女，或者她被Big Daddy教导时候的故事！
343,姐妹,,
344,甜心女孩,,杰森·莫玛将主演Netflix复仇题材动作电影《甜心女孩》(Sweet Girl)，并担任制片人。该片讲述一个丈夫在妻子死后，要向造成妻子的死的人讨回公道，同时保护他唯一的亲人——自己的女儿。
345,亚特兰蒂斯：失落的帝国真人版电影,,据外媒报道，迪士尼正在开发真人版《亚特兰蒂斯：失落的帝国》，而汤姆·赫兰德有望出演该片，饰演绘图师迈罗·詹姆斯·塔奇。
346,中国拳王,,老拳王熊文辉退役后回到县城老家，他无法离开热爱的拳击事业，为了能开一家拳击俱乐部，39岁的他决定打一场名为“拳王之战”的商业比赛。该片由山东正春文化发展有限公司策划摄制。2019年7月，该片片名由《拳击俱乐部》变更为《中国拳王》。
347,摸金玦,,《摸金玦》是天下霸唱的全新盗墓系列，包罗志异、悬疑、探险，故事背景仍旧是二十世纪60年代，“我”和胖子、陆军被分配到黑龙江生产建设兵团农垦三师的17号农场，眼见寒冬将至，老排长安排我们三人和通信员尖果留守看护物资。遇到百年不遇的暴风雪，几人为了逃命，跟着狐狸钻进一个土窟窿，却误打误撞进入一个隐秘千年的辽国古墓……
